Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
296,291,Mother,Lily020004,you're funny .,Lily,617.72,619.346,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|you~aux|be&PRES] [adj|fun&dn-Y .],,,,,,,,,,MotherofLily_Lily020004_291
297,292,Mother,Lily020004,who's funny ?,Lily,619.346,622.388,[],[1|3|LINK 2|3|AUX] [3|0|INCROOT 4|3|PUNCT],[pro:rel|who~aux|be&3S] [adj|fun&dn-Y ?],,,,,,,,,,MotherofLily_Lily020004_292
298,293,Lily,Lily020004,Lily's funny .,Lily,622.388,626.311,[],[1|0|INCROOT 2|1|POSS] [3|1|PRED 4|1|PUNCT],[n:prop|Lily~poss|s] [adj|fun&dn-Y .],,,,,,,,,,LilyofLily_Lily020004_293
299,294,Mother,Lily020004,xxx .,Lily,0.0,0.0,laughter,[],[],,,,,,,,,,MotherofLily_Lily020004_294
300,295,CameraOperator,Lily020004,xxx .,Lily,0.0,0.0,laughter .,[],[],,,,,,,,,,CameraOperatorofLily_Lily020004_295
301,296,Mother,Lily020004,you sure are .,Lily,626.311,630.715,[],[1|3|SUBJ] [2|3|MOD] [3|0|ROOT 4|3|PUNCT],[pro:per|you] [adj|sure] [cop|be&PRES .],,,,,,,,,,MotherofLily_Lily020004_296
302,297,CameraOperator,Lily020004,xxx .,Lily,0.0,0.0,[],[],[],,,,,,,,,,CameraOperatorofLily_Lily020004_297
303,298,Mother,Lily020004,you crack me up .,Lily,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|JCT 5|2|PUNCT],[pro:per|you] [v|crack] [pro:obj|me] [adv|up .],,,,,,,,,,MotherofLily_Lily020004_298
304,299,Mother,Lily020004,xxx ooh a necklace .,Lily,630.715,632.158,gasp,[] [1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[] [v|ooh] [det:art|a] [n|necklace .],,,,,,,,,,MotherofLily_Lily020004_299
305,300,Mother,Lily020004,very lovely .,Lily,632.158,633.173,[],[1|2|JCT] [2|0|INCROOT 3|2|PUNCT],[adv|very] [adj|love&dn-LY .],,,,,,,,,,MotherofLily_Lily020004_300
306,301,Mother,Lily020004,it looks very good .,Lily,633.173,635.91,[],[1|2|SUBJ] [2|0|ROOT] [3|4|JCT] [4|2|JCT 5|2|PUNCT],[pro:per|it] [v|look-3S] [adv|very] [adj|good .],,,,,,,,,,MotherofLily_Lily020004_301
307,302,Lily,Lily020004,xxx the end .,Lily,635.91,642.931,laughing,[] [1|2|DET] [2|0|INCROOT 3|2|PUNCT],[] [det:art|the] [n|end .],,,,,,,,,,LilyofLily_Lily020004_302
308,303,Mother,Lily020004,"xxx , the end ?",Lily,0.0,0.0,laughing,[1|0|INCROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[cm|cm] [det:art|the] [n|end ?],,,,,,,,,,MotherofLily_Lily020004_303
309,304,Mother,Lily020004,is that the end of our story ?,Lily,642.931,644.171,[],[1|0|ROOT] [2|1|PRED] [3|4|DET] [4|2|OBJ] [5|4|NJCT] [6|7|MOD] [7|5|POBJ 8|1|PUNCT],[cop|be&3S] [pro:rel|that] [det:art|the] [n|end] [prep|of] [det:poss|our] [n|story ?],,,,,,,,,,MotherofLily_Lily020004_304
310,305,Lily,Lily020004,yes .,Lily,644.171,646.123,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,LilyofLily_Lily020004_305
311,306,Mother,Lily020004,oh .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofLily_Lily020004_306
312,307,Mother,Lily020004,should we start a new story ?,Lily,646.123,647.278,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|OBJ 7|3|PUNCT],[mod|should] [pro:sub|we] [v|start] [det:art|a] [adj|new] [n|story ?],,,,,,,,,,MotherofLily_Lily020004_307
313,308,Lily,Lily020004,okay .,Lily,647.278,650.608,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,LilyofLily_Lily020004_308
314,309,Mother,Lily020004,okay .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofLily_Lily020004_309
315,310,Mother,Lily020004,what should we tell a story about ?,Lily,0.0,0.0,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|6|DET] [6|4|OBJ] [7|4|JCT 8|4|PUNCT],[pro:int|what] [mod|should] [pro:sub|we] [v|tell] [det:art|a] [n|story] [adv|about ?],,,,,,,,,,MotherofLily_Lily020004_310
316,311,Lily,Lily020004,the spider .,Lily,650.608,653.181,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|the] [n|spider .],,,,,,,,,,LilyofLily_Lily020004_311
317,312,Mother,Lily020004,"oh , a story about the spider ?",Lily,653.181,655.59,[],[1|4|COM 2|1|LP] [3|4|DET] [4|0|INCROOT] [5|4|NJCT] [6|7|DET] [7|5|POBJ 8|4|PUNCT],[co|oh cm|cm] [det:art|a] [n|story] [prep|about] [det:art|the] [n|spider ?],,,,,,,,,,MotherofLily_Lily020004_312
318,313,Mother,Lily020004,okay .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofLily_Lily020004_313
319,314,Lily,Lily020004,xxx .,Lily,655.59,656.843,[],[],[],,,,,,,,,,LilyofLily_Lily020004_314
320,315,Mother,Lily020004,let's see .,Lily,656.843,657.798,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP 4|1|PUNCT],[v|let~pro:obj|us] [v|see .],,,,,,,,,,MotherofLily_Lily020004_315
321,316,Mother,Lily020004,maybe the spider (t:t:trail off),Lily,657.798,659.308,[],[1|3|JCT] [2|3|DET] [3|0|INCROOT 4|3|PUNCT],[adv|maybe] [det:art|the] [n|spider (mt:trail off)],,,,,,,,,,MotherofLily_Lily020004_316
322,317,Mother,Lily020004,do you think the spider goes to school during the day ?,Lily,659.308,661.876,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|6|SUBJ] [6|3|COMP] [7|6|JCT] [8|7|POBJ] [9|6|JCT] [10|11|DET] [11|9|POBJ 12|3|PUNCT],[mod|do] [pro:per|you] [v|think] [det:art|the] [n|spider] [v|go-3S] [prep|to] [n|school] [prep|during] [det:art|the] [n|day ?],,,,,,,,,,MotherofLily_Lily020004_317
323,318,Lily,Lily020004,yes .,Lily,661.876,663.678,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,LilyofLily_Lily020004_318
324,319,Mother,Lily020004,"yes , I think the spider goes to school .",Lily,663.678,667.306,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|6|DET] [6|7|SUBJ] [7|4|COMP] [8|7|JCT] [9|8|POBJ 10|4|PUNCT],[co|yes cm|cm] [pro:sub|I] [v|think] [det:art|the] [n|spider] [v|go-3S] [prep|to] [n|school .],,,,,,,,,,MotherofLily_Lily020004_319
325,320,Mother,Lily020004,maybe (t:t:self interruption),Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[adv|maybe (mt:self interruption)],,,,,,,,,,MotherofLily_Lily020004_320
326,321,Mother,Lily020004,does the spider have friends ?,Lily,0.0,0.0,[],[1|5|AUX] [2|3|DET] [3|5|SUBJ] [4|5|AUX] [5|0|INCROOT 6|5|PUNCT],[mod|do&3S] [det:art|the] [n|spider] [aux|have] [n|friend-PL ?],,,,,,,,,,MotherofLily_Lily020004_321
327,322,Mother,Lily020004,"maybe , I think that the spider has one friend that the spider goes to school with .",Lily,667.306,671.303,[],[1|4|JCT 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|8|LINK] [6|7|DET] [7|8|SUBJ] [8|4|COMP] [9|10|QUANT] [10|8|OBJ] [11|14|LINK] [12|13|DET] [13|14|SUBJ] [14|10|CMOD] [15|14|JCT] [16|15|POBJ] [17|14|JCT 18|4|PUNCT],[adv|maybe cm|cm] [pro:sub|I] [v|think] [pro:rel|that] [det:art|the] [n|spider] [v|have&3S] [det:num|one] [n|friend] [pro:rel|that] [det:art|the] [n|spider] [v|go-3S] [prep|to] [n|school] [prep|with .],,,,,,,,,,MotherofLily_Lily020004_322
328,323,Mother,Lily020004,who do you think the spider (t:t:self interruption),Lily,0.0,0.0,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT],[pro:int|who] [mod|do] [pro:per|you] [v|think] [det:art|the] [n|spider (mt:self interruption)],,,,,,,,,,MotherofLily_Lily020004_323
329,324,Lily,Lily020004,yyy .,Lily,671.303,673.813,[],[],[],,,,,,,,,,LilyofLily_Lily020004_324
330,325,Lily,Lily020004,"&-um , Lily .",Lily,673.813,677.08,[],[1|0|INCROOT] [2|1|APP 3|1|PUNCT],[cm|cm] [n:prop|Lily .],,,,,,,,,,LilyofLily_Lily020004_325
331,326,Mother,Lily020004,Lily .,Lily,677.08,683.413,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Lily .],,,,,,,,,,MotherofLily_Lily020004_326
332,327,Mother,Lily020004,oh the spider and Lily go to school together and they're friends .,Lily,0.0,0.0,[],[1|3|COM] [2|3|DET] [3|0|INCROOT] [4|6|LINK] [5|6|SUBJ] [6|3|CMOD] [7|6|JCT] [8|7|POBJ] [9|6|JCT] [10|6|CONJ] [11|13|SUBJ 12|13|AUX] [13|10|COORD 14|3|PUNCT],[co|oh] [det:art|the] [n|spider] [coord|and] [n:prop|Lily] [v|go] [prep|to] [n|school] [adv|together] [coord|and] [pro:sub|they~aux|be&PRES] [n|friend-PL .],,,,,,,,,,MotherofLily_Lily020004_327
333,328,Mother,Lily020004,that's so nice .,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|4|JCT] [4|2|PRED 5|2|PUNCT],[pro:dem|that~cop|be&3S] [adv|so] [adj|nice .],,,,,,,,,,MotherofLily_Lily020004_328
334,329,Mother,Lily020004,do they eat lunch together at school ?,Lily,683.413,685.42,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|3|JCT] [6|3|JCT] [7|6|POBJ 8|3|PUNCT],[mod|do] [pro:sub|they] [v|eat] [n|lunch] [adv|together] [prep|at] [n|school ?],,,,,,,,,,MotherofLily_Lily020004_329
335,330,Lily,Lily020004,yes .,Lily,685.42,687.371,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,LilyofLily_Lily020004_330
336,331,Mother,Lily020004,what do they eat for lunch ?,Lily,0.0,0.0,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|4|PUNCT],[pro:int|what] [mod|do] [pro:sub|they] [v|eat] [prep|for] [n|lunch ?],,,,,,,,,,MotherofLily_Lily020004_331
337,332,Mother,Lily020004,you want me to clip it back on ?,Lily,687.371,690.971,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|5|INF] [5|2|XCOMP] [6|5|OBJ] [7|5|JCT] [8|5|JCT 9|2|PUNCT],[pro:per|you] [v|want] [pro:obj|me] [inf|to] [v|clip] [pro:per|it] [adv|back] [adv|on ?],,,,,,,,,,MotherofLily_Lily020004_332
338,333,Lily,Lily020004,it's a microphone and tickle tickle tickle .,Lily,690.971,698.593,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED] [5|4|CONJ] [6|8|MOD] [7|8|MOD] [8|5|COORD 9|2|PUNCT],[pro:per|it~cop|be&3S] [det:art|a] [n|microphone] [coord|and] [n|tickle] [n|tickle] [n|tickle .],,,,,,,,,,LilyofLily_Lily020004_333
339,334,Mother,Lily020004,is it tickling Aunt Jill ?,Lily,698.593,700.506,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|4|APP 6|3|PUNCT],[aux|be&3S] [pro:per|it] [part|tickle-PRESP] [n:prop|Aunt] [n:prop|Jill ?],,,,,,,,,,MotherofLily_Lily020004_334
340,335,Mother,Lily020004,tickle tickle tickle .,Lily,700.506,702.905,[],[1|3|MOD] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[n|tickle] [n|tickle] [n|tickle .],,,,,,,,,,MotherofLily_Lily020004_335
341,336,Mother,Lily020004,it's tickling Mommy ?,Lily,702.905,704.373,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:per|it~aux|be&3S] [part|tickle-PRESP] [n:prop|Mommy ?],,,,,,,,,,MotherofLily_Lily020004_336
342,337,Mother,Lily020004,tickle tickle tickle .,Lily,0.0,0.0,[],[1|3|MOD] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[n|tickle] [n|tickle] [n|tickle .],,,,,,,,,,MotherofLily_Lily020004_337
343,338,Lily,Lily020004,xxx .,Lily,704.373,706.051,laughter,[],[],,,,,,,,,,LilyofLily_Lily020004_338
344,339,Lily,Lily020004,it's yyy xxx .,Lily,706.051,709.175,laughter,[1|2|SUBJ 2|0|ROOT] [] [3|2|PUNCT],[pro:per|it~cop|be&3S] [] [.],,,,,,,,,,LilyofLily_Lily020004_339
345,340,Mother,Lily020004,xxx .,Lily,0.0,0.0,laughter,[],[],,,,,,,,,,MotherofLily_Lily020004_340
346,341,Mother,Lily020004,that is so silly .,Lily,709.175,710.746,[],[1|2|LINK] [2|0|ROOT] [3|4|JCT] [4|2|PRED 5|2|PUNCT],[pro:rel|that] [aux|be&3S] [adv|so] [adj|silly .],,,,,,,,,,MotherofLily_Lily020004_341
347,342,Mother,Lily020004,do you think Lily and the s<pider> (t:t:interruption),Lily,0.0,0.0,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|4|CONJ] [6|7|DET] [7|5|COORD 8|3|PUNCT],[mod|do] [pro:per|you] [v|think] [n:prop|Lily] [coord|and] [det:art|the] [n|spider (mt:interruption)],,,,,,,,,,MotherofLily_Lily020004_342
348,343,Lily,Lily020004,xxx tickle tickle .,Lily,710.746,716.79,[],[] [1|2|MOD] [2|0|ROOT 3|2|PUNCT],[] [n|tickle] [n|tickle .],,,,,,,,,,LilyofLily_Lily020004_343
349,344,Mother,Lily020004,{ tickle (x) } .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[n|tickle .],,,,,,,,,,MotherofLily_Lily020004_344
350,345,Lily,Lily020004,tickle tickle .,Lily,0.0,0.0,[],[1|2|MOD] [2|0|ROOT 3|2|PUNCT],[n|tickle] [n|tickle .],,,,,,,,,,LilyofLily_Lily020004_345
351,346,Mother,Lily020004,{ tickle (x) } .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[n|tickle .],,,,,,,,,,MotherofLily_Lily020004_346
352,347,Mother,Lily020004,do (t:t:interruption),Lily,0.0,0.0,[],[1|0|ROOT 2|1|PUNCT],[v|do (mt:interruption)],,,,,,,,,,MotherofLily_Lily020004_347
353,348,Lily,Lily020004,yyy .,Lily,716.79,719.261,[],[],[],,,,,,,,,,LilyofLily_Lily020004_348
354,349,Mother,Lily020004,oh you're so silly .,Lily,0.0,0.0,[],[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|5|JCT] [5|3|PRED 6|3|PUNCT],[co|oh] [pro:per|you~aux|be&PRES] [adv|so] [adj|silly .],,,,,,,,,,MotherofLily_Lily020004_349
355,350,Mother,Lily020004,do you think that Lily and the spider have lunch together at school honey ?,Lily,719.261,722.196,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|LINK] [5|3|COMP] [6|9|LINK] [7|8|DET] [8|9|SUBJ] [9|5|CJCT] [10|9|OBJ] [11|9|JCT] [12|9|JCT] [13|14|MOD] [14|12|POBJ 15|3|PUNCT],[mod|do] [pro:per|you] [v|think] [pro:rel|that] [n:prop|Lily] [coord|and] [det:art|the] [n|spider] [v|have] [n|lunch] [adv|together] [prep|at] [n|school] [n|honey ?],,,,,,,,,,MotherofLily_Lily020004_350
356,351,Lily,Lily020004,&-um no .,Lily,722.196,724.656,[],[] [1|0|INCROOT 2|1|PUNCT],[] [co|no .],,,,,,,,,,LilyofLily_Lily020004_351
357,352,Mother,Lily020004,no they don't ?,Lily,724.656,726.308,[],[1|0|INCROOT] [2|5|SUBJ] [3|5|AUX 4|3|NEG 5|1|PUNCT],[co|no] [pro:sub|they] [mod|do~neg|not ?],,,,,,,,,,MotherofLily_Lily020004_352
358,353,Mother,Lily020004,do they have snack ?,Lily,0.0,0.0,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[mod|do] [pro:sub|they] [v|have] [n|snack ?],,,,,,,,,,MotherofLily_Lily020004_353
359,354,Mother,Lily020004,do they have a snack together at school ?,Lily,0.0,0.0,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|5|NJCT] [7|6|JCT] [8|7|POBJ 9|3|PUNCT],[mod|do] [pro:sub|they] [v|have] [det:art|a] [n|snack] [adv|together] [prep|at] [n|school ?],,,,,,,,,,MotherofLily_Lily020004_354
360,355,Lily,Lily020004,xxx .,Lily,726.308,727.878,[],[],[],,,,,,,,,,LilyofLily_Lily020004_355
361,356,Lily,Lily020004,&-um &-um fruit snacks .,Lily,727.878,733.6,[],[] [] [1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[] [] [n|fruit] [v|snack-3S .],,,,,,,,,,LilyofLily_Lily020004_356
362,357,Mother,Lily020004,oh they have fruit snacks together at school .,Lily,0.0,0.0,[],[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|OBJ] [6|5|NJCT] [7|6|JCT] [8|7|POBJ 9|3|PUNCT],[co|oh] [pro:sub|they] [v|have] [n|fruit] [n|snack-PL] [adv|together] [prep|at] [n|school .],,,,,,,,,,MotherofLily_Lily020004_357
363,358,Mother,Lily020004,does the spider like fruit snacks ?,Lily,0.0,0.0,[],[1|0|ROOT] [2|3|DET] [3|1|OBJ] [4|6|COM] [5|6|MOD] [6|3|APP 7|1|PUNCT],[v|do&3S] [det:art|the] [n|spider] [co|like] [n|fruit] [n|snack-PL ?],,,,,,,,,,MotherofLily_Lily020004_358
364,359,Lily,Lily020004,and &-um (.) Lily too .,Lily,733.6,738.4,[],[1|0|INCROOT] [] [2|1|COORD] [3|2|PQ 4|1|PUNCT],[coord|and] [] [n:prop|Lily] [post|too .],,,,,,,,,,LilyofLily_Lily020004_359
365,360,Mother,Lily020004,and Lily likes fruit snacks too .,Lily,738.4,742.318,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|OBJ] [6|5|PQ 7|3|PUNCT],[coord|and] [n:prop|Lily] [v|like-3S] [n|fruit] [n|snack-PL] [post|too .],,,,,,,,,,MotherofLily_Lily020004_360
366,361,Mother,Lily020004,what kind of fruit snacks does the spider like ?,Lily,0.0,0.0,[],[1|6|LINK] [2|6|SUBJ] [3|2|NJCT] [4|3|POBJ] [5|6|AUX] [6|0|ROOT] [7|8|DET] [8|6|OBJ] [9|6|JCT 10|6|PUNCT],[pro:int|what] [n|kind] [prep|of] [n|fruit] [v|snack-3S] [v|do&3S] [det:art|the] [n|spider] [prep|like ?],,,,,,,,,,MotherofLily_Lily020004_361
367,362,Lily,Lily020004,I want fruit yyy (t:t:self interruption),Lily,742.318,745.213,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|PUNCT],[pro:sub|I] [v|want] [n|fruit] [(mt:self interruption)],,,,,,,,,,LilyofLily_Lily020004_362
368,363,Mother,Lily020004,snacks .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[n|snack-PL .],,,,,,,,,,MotherofLily_Lily020004_363
369,364,Lily,Lily020004,okay .,Lily,745.213,746.173,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,LilyofLily_Lily020004_364
370,365,Mother,Lily020004,oh xxx .,Lily,746.173,747.528,laughter,[1|0|INCROOT] [2|1|PUNCT],[co|oh] [.],,,,,,,,,,MotherofLily_Lily020004_365
371,366,Lily,Lily020004,I clip it .,Lily,747.528,754.841,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:sub|I] [v|clip] [pro:per|it .],,,,,,,,,,LilyofLily_Lily020004_366
372,367,Mother,Lily020004,"okay , if you insist .",Lily,0.0,0.0,[],[1|5|COM 2|1|LP] [3|5|LINK] [4|5|SUBJ] [5|0|ROOT 6|5|PUNCT],[co|okay cm|cm] [conj|if] [pro:per|you] [v|insist .],,,,,,,,,,MotherofLily_Lily020004_367
373,368,CameraOperator,Lily020004,of course .,Lily,0.0,0.0,[],[1|0|INCROOT] [2|1|POBJ 3|1|PUNCT],[prep|of] [n|course .],,,,,,,,,,CameraOperatorofLily_Lily020004_368
374,369,Lily,Lily020004,I clip it on .,Lily,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|JCT 5|2|PUNCT],[pro:sub|I] [v|clip] [pro:per|it] [adv|on .],,,,,,,,,,LilyofLily_Lily020004_369
375,370,Mother,Lily020004,okay how bout (replacement:replacement:about) if you let Mommy clip it on ,Lily,0.0,0.0,[],[1|6|COM] [2|6|LINK] [3|4|JCT] [4|6|LINK] [5|6|SUBJ] [6|0|ROOT] [7|18|MOD] [8|18|MOD] [9|8|OBJ] [10|9|JCT 11|9|LP] ,[co|okay] [adv:int|how] [adv|about] [conj|if] [pro:per|you] [v|let&ZERO] [n:prop|Mommy] [n|clip] [pro:per|it] [adv|on cm|cm],,,,,,,,,,MotherofLily_Lily020004_370
376,370,Mother,Lily020004,I'll get you some fruit snacks ,Lily,0.0,0.0,[],[12|18|SUBJ 13|18|AUX] [14|18|AUX],[pro:sub|I~mod|will] [aux|get] [pro:per|you] [qn|some] [n|fruit] [n|snack-PL cm|cm] ,,,,,,,,,,MotherofLily_Lily020004_370
377,370,Mother,Lily020004,how bout (replacement:replacement:about) that ?,Lily,0.0,0.0,[], [20|18|ENUM] [21|20|JCT] [22|21|POBJ 23|6|PUNCT], [adv:int|how] [prep|about] [pro:dem|that ?],,,,,,,,,,MotherofLily_Lily020004_370
378,371,Mother,Lily020004,"that would be a great trade , wouldn't it ?",Lily,754.841,756.983,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|10|SUBJ 7|6|LP] [8|10|AUX 9|8|NEG] [10|3|PRED 11|3|PUNCT],[pro:dem|that] [mod|will&COND] [cop|be] [det:art|a] [adj|great] [n|trade cm|cm] [mod|will&COND~neg|not] [pro:per|it ?],,,,,,,,,,MotherofLily_Lily020004_371
379,372,Mother,Lily020004,okay lemme (replacement:replacement:let me) put it on .,Lily,756.983,758.508,[],[1|2|COM] [2|0|ROOT 3|2|OBJ] [4|2|COMP] [5|4|OBJ] [6|4|JCT 7|2|PUNCT],[co|okay] [v|let&ZERO pro:obj|me] [v|put&ZERO] [pro:per|it] [adv|on .],,,,,,,,,,MotherofLily_Lily020004_372
380,373,Mother,Lily020004,would you like Mommy to get you some fruit snacks ?,Lily,0.0,0.0,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|6|INF] [6|4|XCOMP] [7|6|OBJ] [8|9|QUANT] [9|10|MOD] [10|6|OBJ 11|3|PUNCT],[mod|will&COND] [pro:per|you] [v|like] [n:prop|Mommy] [inf|to] [v|get] [pro:per|you] [qn|some] [n|fruit] [n|snack-PL ?],,,,,,,,,,MotherofLily_Lily020004_373
381,374,Lily,Lily020004,okay .,Lily,758.508,764.931,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,LilyofLily_Lily020004_374
382,375,Mother,Lily020004,"okay , I'll be right back .",Lily,0.0,0.0,[],[1|5|COM 2|1|LP] [3|5|SUBJ 4|5|AUX] [5|0|ROOT] [6|7|MOD] [7|5|PRED 8|5|PUNCT],[co|okay cm|cm] [pro:sub|I~mod|will] [cop|be] [adj|right] [n|back .],,,,,,,,,,MotherofLily_Lily020004_375
383,376,Mother,Lily020004,you stay here .,Lily,0.0,0.0,[],[1|2|SUBJ] [2|0|INCROOT] [3|2|JCT 4|2|PUNCT],[pro:per|you] [n|stay] [adv|here .],,,,,,,,,,MotherofLily_Lily020004_376
384,377,Mother,Lily020004,ooh you're so lucky today .,Lily,764.931,767.101,[],[1|0|ROOT] [2|1|OBJ 3|6|AUX] [4|6|JCT] [5|6|MOD] [6|1|JCT 7|1|PUNCT],[v|ooh] [pro:per|you~aux|be&PRES] [adv|so] [adj|luck&dn-Y] [adv:tem|today .],,,,,,,,,,MotherofLily_Lily020004_377
385,378,Mother,Lily020004,you're so: lucky .,Lily,767.101,771.518,[],[1|2|SUBJ 2|0|ROOT] [3|4|JCT] [4|2|PRED 5|2|PUNCT],[pro:per|you~aux|be&PRES] [adv|so] [adj|luck&dn-Y .],,,,,,,,,,MotherofLily_Lily020004_378
386,379,Lily,Lily020004,{ it's (?) } the top { on (?) } .,Lily,771.518,775.183,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED] [5|4|NJCT 6|2|PUNCT],[pro:per|it~cop|be&3S] [det:art|the] [n|top] [adv|on .],,,,,,,,,,LilyofLily_Lily020004_379
387,380,Lily,Lily020004,it's the top yyy .,Lily,775.183,779.381,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED] [5|2|PUNCT],[pro:per|it~cop|be&3S] [det:art|the] [n|top] [.],,,,,,,,,,LilyofLily_Lily020004_380
388,381,Mother,Lily020004,that's the top of the camera ?,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED] [5|4|NJCT] [6|7|DET] [7|5|POBJ 8|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|the] [n|top] [prep|of] [det:art|the] [n|camera ?],,,,,,,,,,MotherofLily_Lily020004_381
389,382,Lily,Lily020004,yyy xxx .,Lily,779.381,782.346,cough,[],[],,,,,,,,,,LilyofLily_Lily020004_382
390,383,Lily,Lily020004,xxx .,Lily,782.346,784.276,cough,[],[],,,,,,,,,,LilyofLily_Lily020004_383
391,384,Lily,Lily020004,xxx .,Lily,784.276,786.443,cough and clearing throat,[],[],,,,,,,,,,LilyofLily_Lily020004_384
392,385,Mother,Lily020004,ahem .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|ahem .],,,,,,,,,,MotherofLily_Lily020004_385
393,386,Lily,Lily020004,ahem ahem .,Lily,786.443,788.7,clearing her throat,[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|ahem] [co|ahem .],,,,,,,,,,LilyofLily_Lily020004_386
394,387,Mother,Lily020004,"ahem ahem , xxx .",Lily,0.0,0.0,laughter,[1|2|COM] [2|0|INCROOT 3|2|LP] [4|2|PUNCT],[co|ahem] [co|ahem cm|cm] [.],,,,,,,,,,MotherofLily_Lily020004_387
395,388,Lily,Lily020004,ahem ahem .,Lily,788.7,793.846,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|ahem] [co|ahem .],,,,,,,,,,LilyofLily_Lily020004_388
396,389,Lily,Lily020004,yyy yyy .,Lily,793.846,796.541,[],[],[],,,,,,,,,,LilyofLily_Lily020004_389
